hospital_name,region,facility_size_beds,month,day_of_week,visithour,urgency_level,nurse_to_patient_ratio,specialist_availability,wait_time,patient_satisfaction
Riverside Medical Center,Rural,120,9,3,15,3,0.145,1,250.3,1.0
Valley Health Infirmary,Rural,120,12,1,23,2,0.269,1,167.2,2.3
Metro Care Hospital,Urban,350,3,3,2,1,0.133,0,152.0,1.8
St. Jude General Hospital,Rural,250,9,6,12,1,0.145,1,192.3,1.3
Metro Care Hospital,Urban,350,5,4,3,2,0.22,1,122.1,2.2
St. Jude General Hospital,Rural,250,6,1,17,3,0.207,0,192.8,1.0
Metro Care Hospital,Urban,350,2,4,1,1,0.326,1,120.6,2.2
Valley Health Infirmary,Rural,120,8,5,19,2,0.33,1,177.3,1.6
Riverside Medical Center,Rural,120,11,5,21,4,0.164,1,263.2,1.0
Valley Health Infirmary,Rural,120,9,6,20,4,0.338,1,180.4,1.0
Northside Community Hospital,Urban,200,2,2,14,4,0.263,0,201.8,1.6
Riverside Medical Center,Rural,120,6,4,16,5,0.214,0,232.3,1.0
Valley Health Infirmary,Rural,120,6,3,9,2,0.29,1,129.9,2.2
Northside Community Hospital,Urban,200,8,2,0,2,0.312,1,108.7,3.2
St. Jude General Hospital,Rural,250,10,1,5,3,0.161,1,201.5,1.0
St. Jude General Hospital,Rural,250,12,1,2,5,0.129,0,255.3,1.0
Metro Care Hospital,Urban,350,5,3,18,4,0.214,1,195.7,1.0
Riverside Medical Center,Rural,120,9,0,6,3,0.159,0,205.6,1.0
St. Jude General Hospital,Rural,250,1,0,12,1,0.165,1,194.1,1.0
Riverside Medical Center,Rural,120,9,1,12,3,0.269,1,147.2,1.0
St. Jude General Hospital,Rural,250,10,6,16,2,0.307,0,130.1,1.8
Metro Care Hospital,Urban,350,7,6,0,3,0.162,1,209.4,1.0
Valley Health Infirmary,Rural,120,4,3,13,5,0.185,1,219.5,1.0
Metro Care Hospital,Urban,350,3,0,2,3,0.299,1,136.2,3.3
Northside Community Hospital,Urban,200,10,4,13,5,0.208,1,190.5,1.4
St. Jude General Hospital,Rural,250,11,1,23,3,0.308,0,137.6,2.1
Northside Community Hospital,Urban,200,6,5,0,3,0.348,0,150.6,1.9
Northside Community Hospital,Urban,200,12,4,15,4,0.317,1,184.5,1.1
Riverside Medical Center,Rural,120,1,3,9,3,0.238,1,186.1,1.0
St. Jude General Hospital,Rural,250,3,5,12,3,0.206,1,160.8,1.6
Northside Community Hospital,Urban,200,2,4,3,4,0.095,1,317.3,1.0
Valley Health Infirmary,Rural,120,11,0,8,4,0.29,0,161.8,1.3
Northside Community Hospital,Urban,200,9,6,13,1,0.345,0,95.6,3.6
Valley Health Infirmary,Rural,120,3,0,3,3,0.136,1,219.3,1.0
Riverside Medical Center,Rural,120,2,5,9,3,0.093,1,334.7,1.0
Northside Community Hospital,Urban,200,4,2,7,5,0.311,1,164.9,1.5
Metro Care Hospital,Urban,350,2,6,22,5,0.106,1,326.8,1.0
Riverside Medical Center,Rural,120,1,1,2,2,0.118,1,242.4,1.0
Valley Health Infirmary,Rural,120,6,5,22,2,0.329,1,172.0,1.6
Riverside Medical Center,Rural,120,10,3,6,5,0.138,1,245.4,1.0
Northside Community Hospital,Urban,200,8,1,9,2,0.129,0,222.0,1.0
St. Jude General Hospital,Rural,250,10,4,2,2,0.251,1,125.3,2.0
St. Jude General Hospital,Rural,250,10,6,1,1,0.294,1,91.1,2.6
Valley Health Infirmary,Rural,120,2,3,14,2,0.181,1,212.0,1.0
Valley Health Infirmary,Rural,120,9,3,8,3,0.217,0,182.7,1.4
St. Jude General Hospital,Rural,250,3,0,14,3,0.266,0,191.3,1.0
Valley Health Infirmary,Rural,120,8,4,16,3,0.21,0,197.7,1.0
Riverside Medical Center,Rural,120,12,0,6,5,0.113,0,307.9,1.0
Metro Care Hospital,Urban,350,8,0,19,2,0.131,1,258.4,1.0
Metro Care Hospital,Urban,350,3,6,17,1,0.254,0,160.7,1.0
Riverside Medical Center,Rural,120,3,2,14,4,0.303,1,166.4,1.6
Metro Care Hospital,Urban,350,12,0,17,4,0.262,0,192.5,1.0
Northside Community Hospital,Urban,200,6,1,23,2,0.29,0,125.7,2.7
Riverside Medical Center,Rural,120,1,3,22,3,0.262,1,214.2,1.0
Valley Health Infirmary,Rural,120,4,6,11,3,0.13,1,230.4,1.0
Riverside Medical Center,Rural,120,1,0,22,3,0.304,0,196.9,1.0
St. Jude General Hospital,Rural,250,3,5,20,1,0.325,1,144.0,2.9
Valley Health Infirmary,Rural,120,9,1,7,3,0.242,0,155.0,1.2
St. Jude General Hospital,Rural,250,5,4,1,2,0.177,1,190.5,1.0
Valley Health Infirmary,Rural,120,12,3,1,4,0.227,1,190.7,1.0
Metro Care Hospital,Urban,350,5,6,4,3,0.248,1,157.5,1.0
Riverside Medical Center,Rural,120,11,5,0,3,0.171,1,211.5,1.0
Northside Community Hospital,Urban,200,4,6,21,1,0.259,1,161.2,1.0
Valley Health Infirmary,Rural,120,3,6,3,1,0.303,1,139.6,1.9
Valley Health Infirmary,Rural,120,5,5,5,3,0.305,1,139.1,1.1
St. Jude General Hospital,Rural,250,11,4,22,4,0.134,1,257.5,1.0
Metro Care Hospital,Urban,350,4,5,12,4,0.165,0,233.5,1.0
St. Jude General Hospital,Rural,250,8,1,18,4,0.263,1,201.0,1.0
St. Jude General Hospital,Rural,250,4,6,10,2,0.318,0,119.1,1.5
Metro Care Hospital,Urban,350,11,4,12,3,0.24,1,131.6,2.3
Northside Community Hospital,Urban,200,12,6,7,2,0.247,1,178.9,1.0
St. Jude General Hospital,Rural,250,8,5,6,1,0.105,1,242.4,1.0
St. Jude General Hospital,Rural,250,6,4,12,4,0.26,1,155.6,1.6
Valley Health Infirmary,Rural,120,12,4,0,4,0.305,0,168.5,1.5
Metro Care Hospital,Urban,350,11,0,5,4,0.272,0,170.5,1.0
Riverside Medical Center,Rural,120,5,0,6,4,0.332,1,153.6,1.6
Northside Community Hospital,Urban,200,4,0,15,5,0.25,1,205.2,1.0
Northside Community Hospital,Urban,200,4,5,14,2,0.314,1,137.3,2.6
Metro Care Hospital,Urban,350,12,3,19,5,0.135,0,273.0,1.0
Valley Health Infirmary,Rural,120,4,1,1,3,0.148,1,211.1,1.0
Valley Health Infirmary,Rural,120,11,5,22,4,0.148,0,266.8,1.0
Metro Care Hospital,Urban,350,9,6,15,3,0.232,0,204.0,1.0
Valley Health Infirmary,Rural,120,4,0,16,3,0.196,1,205.6,1.0
Northside Community Hospital,Urban,200,12,4,23,4,0.251,1,198.9,1.0
Northside Community Hospital,Urban,200,9,5,14,3,0.328,0,171.1,1.3
Riverside Medical Center,Rural,120,10,4,2,5,0.262,1,192.2,1.0
Metro Care Hospital,Urban,350,6,6,3,2,0.169,0,157.2,1.0
St. Jude General Hospital,Rural,250,10,4,11,3,0.334,0,108.5,1.2
St. Jude General Hospital,Rural,250,7,4,4,1,0.214,1,151.1,1.6
Riverside Medical Center,Rural,120,12,2,16,2,0.267,1,200.4,1.0
Riverside Medical Center,Rural,120,10,3,5,2,0.325,0,100.4,2.6
Valley Health Infirmary,Rural,120,3,1,9,1,0.348,0,101.5,3.6
Riverside Medical Center,Rural,120,8,1,21,3,0.21,0,189.1,1.0
Riverside Medical Center,Rural,120,3,0,17,3,0.306,1,157.2,1.1
St. Jude General Hospital,Rural,250,1,2,9,1,0.219,1,127.0,2.4
Valley Health Infirmary,Rural,120,10,5,5,2,0.232,0,161.2,2.1
Riverside Medical Center,Rural,120,12,5,23,5,0.224,1,230.7,1.0
Riverside Medical Center,Rural,120,5,1,5,2,0.231,0,145.5,2.1
Valley Health Infirmary,Rural,120,2,3,19,3,0.205,1,217.9,1.0
Metro Care Hospital,Urban,350,10,4,14,1,0.286,0,129.2,1.9
Valley Health Infirmary,Rural,120,6,6,3,2,0.177,1,210.6,1.0
St. Jude General Hospital,Rural,250,10,0,15,3,0.262,0,152.2,1.0
Metro Care Hospital,Urban,350,9,3,21,3,0.284,1,142.2,1.3
Northside Community Hospital,Urban,200,1,1,23,3,0.309,0,156.6,1.8
Valley Health Infirmary,Rural,120,4,2,7,2,0.196,1,160.7,1.3
St. Jude General Hospital,Rural,250,1,0,6,3,0.296,1,150.4,1.8
Metro Care Hospital,Urban,350,1,1,18,4,0.305,1,168.1,1.5
Valley Health Infirmary,Rural,120,8,5,16,2,0.254,0,184.1,1.0
Riverside Medical Center,Rural,120,11,0,20,1,0.297,1,131.8,1.4
Valley Health Infirmary,Rural,120,2,1,12,1,0.2,1,171.5,1.8
Northside Community Hospital,Urban,200,1,5,14,3,0.305,1,185.1,1.0
Valley Health Infirmary,Rural,120,11,6,1,2,0.274,0,159.1,1.1
Metro Care Hospital,Urban,350,8,5,9,3,0.163,1,191.3,1.0
Metro Care Hospital,Urban,350,4,4,12,2,0.213,1,156.0,2.0
Valley Health Infirmary,Rural,120,3,2,17,2,0.262,0,152.2,2.0
Metro Care Hospital,Urban,350,12,4,22,1,0.134,1,241.7,1.0
Riverside Medical Center,Rural,120,4,1,10,3,0.293,1,134.2,2.6
Valley Health Infirmary,Rural,120,11,6,12,1,0.172,0,188.8,1.1
Riverside Medical Center,Rural,120,5,3,18,3,0.256,1,174.6,1.0
Riverside Medical Center,Rural,120,1,6,23,3,0.247,1,195.1,1.0
St. Jude General Hospital,Rural,250,11,6,23,3,0.318,0,149.2,2.1
Valley Health Infirmary,Rural,120,1,6,21,4,0.265,1,224.2,1.0
Metro Care Hospital,Urban,350,3,4,4,4,0.304,1,114.4,2.2
Riverside Medical Center,Rural,120,6,3,2,3,0.33,0,127.2,2.3
St. Jude General Hospital,Rural,250,1,5,18,5,0.23,0,238.8,1.0
Valley Health Infirmary,Rural,120,11,1,22,2,0.315,1,168.8,1.2
Valley Health Infirmary,Rural,120,12,2,12,2,0.163,1,206.3,1.0
Northside Community Hospital,Urban,200,2,3,4,3,0.291,0,161.4,1.0
Northside Community Hospital,Urban,200,12,1,11,3,0.134,0,239.9,1.0
Riverside Medical Center,Rural,120,7,3,13,3,0.315,1,150.6,2.0
Northside Community Hospital,Urban,200,1,4,5,1,0.185,1,156.0,1.9
Riverside Medical Center,Rural,120,7,1,21,3,0.149,1,238.5,1.0
Metro Care Hospital,Urban,350,4,4,8,5,0.154,1,226.6,1.0
Riverside Medical Center,Rural,120,10,0,16,3,0.163,1,222.3,1.0
Northside Community Hospital,Urban,200,6,1,7,5,0.223,1,188.7,1.4
Metro Care Hospital,Urban,350,8,3,12,3,0.23,1,154.9,1.8
Northside Community Hospital,Urban,200,9,0,4,2,0.33,0,121.7,2.7
Riverside Medical Center,Rural,120,6,4,21,3,0.208,1,190.5,1.0
St. Jude General Hospital,Rural,250,12,4,21,3,0.133,1,264.7,1.0
Valley Health Infirmary,Rural,120,11,3,16,3,0.291,0,142.9,1.6
Northside Community Hospital,Urban,200,9,0,2,3,0.151,0,183.9,1.0
Riverside Medical Center,Rural,120,4,6,5,3,0.325,1,147.8,1.6
Metro Care Hospital,Urban,350,6,5,13,1,0.214,1,123.5,2.1
Northside Community Hospital,Urban,200,8,2,14,2,0.241,1,184.4,1.0
Northside Community Hospital,Urban,200,9,3,13,3,0.163,1,180.9,1.1
Valley Health Infirmary,Rural,120,3,4,10,5,0.153,0,236.0,1.0
Riverside Medical Center,Rural,120,2,1,10,2,0.29,1,160.6,1.2
St. Jude General Hospital,Rural,250,6,0,8,4,0.219,0,178.6,1.0
Metro Care Hospital,Urban,350,4,5,5,3,0.347,0,121.6,2.7
Riverside Medical Center,Rural,120,1,2,14,1,0.227,0,177.1,1.2
Metro Care Hospital,Urban,350,8,1,11,2,0.294,1,125.4,2.7
Northside Community Hospital,Urban,200,9,0,5,2,0.345,0,120.1,2.7
Valley Health Infirmary,Rural,120,9,5,0,5,0.185,1,248.5,1.0
Valley Health Infirmary,Rural,120,2,3,15,3,0.289,0,201.0,1.0
St. Jude General Hospital,Rural,250,9,5,19,5,0.125,1,303.6,1.0
Valley Health Infirmary,Rural,120,7,3,14,4,0.265,1,205.3,1.0
Northside Community Hospital,Urban,200,5,6,1,3,0.291,1,153.7,1.0
St. Jude General Hospital,Rural,250,7,0,16,3,0.201,1,196.5,1.0
Riverside Medical Center,Rural,120,9,5,2,3,0.157,1,225.4,1.0
Valley Health Infirmary,Rural,120,8,2,2,3,0.237,1,167.7,1.0
St. Jude General Hospital,Rural,250,6,5,4,2,0.326,1,133.5,2.3
Northside Community Hospital,Urban,200,4,0,16,3,0.334,1,161.2,1.0
Metro Care Hospital,Urban,350,1,1,22,3,0.258,0,187.7,1.0
Metro Care Hospital,Urban,350,6,1,16,1,0.181,1,157.1,1.6
Northside Community Hospital,Urban,200,3,5,19,3,0.32,1,169.4,1.2
Northside Community Hospital,Urban,200,6,5,5,4,0.324,1,172.6,1.0
Metro Care Hospital,Urban,350,6,3,0,3,0.204,1,135.9,3.0
St. Jude General Hospital,Rural,250,4,0,6,3,0.162,1,192.6,1.0
Metro Care Hospital,Urban,350,2,3,14,2,0.297,1,165.0,2.7
Northside Community Hospital,Urban,200,9,2,6,4,0.324,0,150.0,1.2
Valley Health Infirmary,Rural,120,2,6,18,3,0.129,0,318.2,1.0
Riverside Medical Center,Rural,120,3,1,19,5,0.342,1,168.0,1.3
Valley Health Infirmary,Rural,120,10,4,21,5,0.243,0,199.4,1.0
Valley Health Infirmary,Rural,120,1,4,10,5,0.318,0,191.6,1.2
Northside Community Hospital,Urban,200,7,0,22,1,0.196,1,188.7,1.0
Metro Care Hospital,Urban,350,1,0,13,3,0.204,1,179.1,1.8
St. Jude General Hospital,Rural,250,11,4,12,5,0.181,1,223.1,1.0
Valley Health Infirmary,Rural,120,9,0,19,4,0.327,1,168.6,1.0
Metro Care Hospital,Urban,350,11,1,8,5,0.222,1,175.0,1.1
St. Jude General Hospital,Rural,250,11,2,8,3,0.307,0,138.5,2.1
Valley Health Infirmary,Rural,120,1,2,15,3,0.111,0,296.8,1.0
St. Jude General Hospital,Rural,250,5,3,11,2,0.301,0,127.1,1.9
Metro Care Hospital,Urban,350,7,1,9,4,0.211,0,186.5,1.0
Riverside Medical Center,Rural,120,3,6,5,4,0.121,1,265.4,1.0
Metro Care Hospital,Urban,350,9,0,17,1,0.172,1,173.8,1.7
Northside Community Hospital,Urban,200,8,0,1,2,0.141,1,201.3,1.0
St. Jude General Hospital,Rural,250,3,6,19,3,0.293,1,162.2,1.6
Riverside Medical Center,Rural,120,5,3,8,3,0.23,1,158.8,2.0
St. Jude General Hospital,Rural,250,7,3,18,2,0.139,1,228.1,1.0
St. Jude General Hospital,Rural,250,12,0,5,2,0.166,0,195.7,1.0
Valley Health Infirmary,Rural,120,4,0,1,2,0.236,1,144.8,1.0
Northside Community Hospital,Urban,200,5,6,14,2,0.125,1,233.9,1.0
St. Jude General Hospital,Rural,250,3,1,16,5,0.218,0,225.1,1.0
Metro Care Hospital,Urban,350,9,6,15,4,0.276,1,164.0,1.0
Metro Care Hospital,Urban,350,10,3,20,4,0.239,1,183.8,1.3
Valley Health Infirmary,Rural,120,9,6,7,4,0.258,0,174.6,1.4
Northside Community Hospital,Urban,200,7,6,9,3,0.172,1,214.3,1.0
Northside Community Hospital,Urban,200,10,6,9,4,0.162,0,221.6,1.0
Metro Care Hospital,Urban,350,2,1,17,5,0.295,1,205.6,1.0
Riverside Medical Center,Rural,120,7,5,9,3,0.299,1,173.1,1.0
Valley Health Infirmary,Rural,120,7,0,8,3,0.215,0,192.5,1.0
Valley Health Infirmary,Rural,120,11,4,23,4,0.19,0,206.6,1.0
Metro Care Hospital,Urban,350,5,6,18,5,0.238,1,212.6,1.0
Metro Care Hospital,Urban,350,9,4,0,2,0.322,1,114.4,2.1
Riverside Medical Center,Rural,120,12,5,3,2,0.245,1,173.6,1.4
Riverside Medical Center,Rural,120,11,0,23,5,0.317,1,187.6,1.0
Northside Community Hospital,Urban,200,3,3,2,5,0.196,1,195.9,1.0
Valley Health Infirmary,Rural,120,4,4,9,3,0.284,0,140.1,1.5
Valley Health Infirmary,Rural,120,1,3,11,3,0.241,1,159.2,1.8
Metro Care Hospital,Urban,350,6,4,17,2,0.251,1,139.1,2.5
Northside Community Hospital,Urban,200,4,3,22,3,0.241,1,174.4,1.0
Valley Health Infirmary,Rural,120,1,6,19,5,0.209,0,261.3,1.0
Northside Community Hospital,Urban,200,2,4,5,2,0.289,0,165.1,1.0
Northside Community Hospital,Urban,200,3,3,20,3,0.331,1,160.3,1.5
Metro Care Hospital,Urban,350,9,5,1,5,0.146,0,251.9,1.0
Northside Community Hospital,Urban,200,8,1,9,3,0.234,1,165.4,1.0
Riverside Medical Center,Rural,120,7,3,1,4,0.316,1,154.5,1.3
Riverside Medical Center,Rural,120,11,1,8,3,0.151,0,235.8,1.0
St. Jude General Hospital,Rural,250,12,1,9,4,0.203,1,200.9,1.3
Metro Care Hospital,Urban,350,4,0,1,5,0.14,1,238.5,1.0
St. Jude General Hospital,Rural,250,1,6,7,3,0.124,0,252.3,1.0
Riverside Medical Center,Rural,120,8,5,23,4,0.299,1,167.8,1.5
St. Jude General Hospital,Rural,250,4,1,16,5,0.223,0,229.0,1.0
Metro Care Hospital,Urban,350,3,2,16,5,0.278,0,189.0,1.0
Metro Care Hospital,Urban,350,9,6,3,3,0.152,0,202.7,1.4
Northside Community Hospital,Urban,200,10,1,17,3,0.125,1,252.1,1.0
Valley Health Infirmary,Rural,120,4,3,11,3,0.325,1,123.5,2.5
Northside Community Hospital,Urban,200,4,1,16,3,0.252,1,167.1,1.2
Metro Care Hospital,Urban,350,9,3,8,3,0.125,0,223.0,1.0
Riverside Medical Center,Rural,120,12,3,18,2,0.318,1,169.8,1.0
Riverside Medical Center,Rural,120,11,2,13,4,0.233,1,186.2,1.5
Northside Community Hospital,Urban,200,12,1,13,3,0.208,1,155.8,1.8
Metro Care Hospital,Urban,350,2,1,16,4,0.223,0,212.0,1.0
Riverside Medical Center,Rural,120,12,4,1,4,0.1,0,318.7,1.0
Metro Care Hospital,Urban,350,5,6,7,3,0.251,1,125.8,2.7
Riverside Medical Center,Rural,120,4,4,4,3,0.265,0,138.8,1.6
Metro Care Hospital,Urban,350,9,0,6,4,0.188,0,162.7,1.0
St. Jude General Hospital,Rural,250,12,3,21,2,0.261,1,189.6,1.0
Metro Care Hospital,Urban,350,5,2,15,1,0.207,1,151.1,1.5
Metro Care Hospital,Urban,350,9,4,15,4,0.285,1,168.6,1.0
Northside Community Hospital,Urban,200,11,1,16,2,0.153,0,225.1,1.0
St. Jude General Hospital,Rural,250,9,0,21,4,0.33,1,163.1,1.0
Valley Health Infirmary,Rural,120,2,2,6,5,0.306,1,184.4,1.0
Northside Community Hospital,Urban,200,9,5,19,3,0.155,1,242.2,1.0
Valley Health Infirmary,Rural,120,3,1,7,4,0.336,0,153.8,1.2
Riverside Medical Center,Rural,120,4,1,7,3,0.248,1,143.0,1.2
Valley Health Infirmary,Rural,120,1,5,22,4,0.267,1,246.4,1.0
Metro Care Hospital,Urban,350,1,3,10,4,0.284,1,141.5,1.8
Valley Health Infirmary,Rural,120,1,3,14,1,0.112,1,274.3,1.0
Northside Community Hospital,Urban,200,9,4,17,3,0.159,0,241.8,1.0
Northside Community Hospital,Urban,200,11,4,5,3,0.187,0,179.3,1.1
Valley Health Infirmary,Rural,120,8,1,21,1,0.216,0,149.6,1.4
Northside Community Hospital,Urban,200,5,6,11,5,0.2,1,233.7,1.0
Northside Community Hospital,Urban,200,5,1,14,3,0.236,1,173.8,1.4
Valley Health Infirmary,Rural,120,9,4,22,3,0.163,1,234.6,1.0
St. Jude General Hospital,Rural,250,3,5,5,2,0.277,0,142.2,2.6
St. Jude General Hospital,Rural,250,3,4,17,3,0.133,1,241.4,1.0
Riverside Medical Center,Rural,120,7,1,23,4,0.177,0,190.6,1.0
Northside Community Hospital,Urban,200,9,2,19,3,0.161,1,224.9,1.0
Valley Health Infirmary,Rural,120,6,1,8,4,0.288,0,168.5,2.2
Northside Community Hospital,Urban,200,2,2,7,4,0.313,1,149.8,1.3
Metro Care Hospital,Urban,350,1,2,13,2,0.12,1,251.2,1.0
Northside Community Hospital,Urban,200,2,1,18,3,0.271,1,185.2,1.0
Northside Community Hospital,Urban,200,1,6,18,2,0.292,1,206.0,1.0
St. Jude General Hospital,Rural,250,10,6,7,1,0.344,0,114.7,2.8
Valley Health Infirmary,Rural,120,10,0,1,1,0.253,1,125.2,2.1
Northside Community Hospital,Urban,200,9,4,3,5,0.195,1,204.4,1.1
St. Jude General Hospital,Rural,250,10,6,5,5,0.194,1,226.6,1.0
Riverside Medical Center,Rural,120,12,3,2,1,0.188,0,194.0,1.0
St. Jude General Hospital,Rural,250,8,1,2,3,0.242,1,146.9,1.0
St. Jude General Hospital,Rural,250,7,2,18,2,0.214,0,172.7,2.3
St. Jude General Hospital,Rural,250,3,1,10,4,0.27,1,174.0,1.0
Northside Community Hospital,Urban,200,8,4,9,3,0.104,0,257.9,1.0
Northside Community Hospital,Urban,200,2,5,11,3,0.115,1,279.5,1.0
Riverside Medical Center,Rural,120,2,6,13,3,0.327,1,164.3,1.4
Metro Care Hospital,Urban,350,11,6,17,4,0.349,0,176.6,1.0
Metro Care Hospital,Urban,350,10,6,23,3,0.292,1,110.6,2.1
Metro Care Hospital,Urban,350,3,2,8,2,0.179,1,164.5,1.1
Riverside Medical Center,Rural,120,7,3,14,1,0.326,0,154.5,1.2
Metro Care Hospital,Urban,350,1,3,23,3,0.138,0,232.7,1.0
Metro Care Hospital,Urban,350,8,6,2,5,0.269,1,176.6,1.5
St. Jude General Hospital,Rural,250,12,3,22,3,0.116,1,241.9,1.0
Northside Community Hospital,Urban,200,7,5,10,2,0.259,1,148.6,1.0
Northside Community Hospital,Urban,200,4,6,9,5,0.295,1,189.3,1.0
St. Jude General Hospital,Rural,250,5,0,17,2,0.318,1,136.7,2.0
St. Jude General Hospital,Rural,250,10,2,3,1,0.289,0,114.5,2.5
St. Jude General Hospital,Rural,250,1,5,12,4,0.318,1,176.2,1.2
Northside Community Hospital,Urban,200,4,2,5,4,0.24,1,165.0,1.4
Metro Care Hospital,Urban,350,1,6,20,3,0.246,1,220.2,1.0
St. Jude General Hospital,Rural,250,1,5,12,4,0.185,1,218.7,1.0
Riverside Medical Center,Rural,120,10,6,19,4,0.122,1,301.7,1.0
St. Jude General Hospital,Rural,250,1,5,4,1,0.279,0,153.1,1.0
Valley Health Infirmary,Rural,120,7,6,19,3,0.297,1,220.8,1.0
St. Jude General Hospital,Rural,250,7,0,13,3,0.149,1,230.9,1.0
Northside Community Hospital,Urban,200,4,2,12,5,0.127,1,264.1,1.0
St. Jude General Hospital,Rural,250,12,5,13,5,0.133,0,292.1,1.0
Valley Health Infirmary,Rural,120,2,0,7,3,0.302,1,178.1,1.3
Riverside Medical Center,Rural,120,12,1,15,3,0.155,1,245.8,1.0
Metro Care Hospital,Urban,350,3,6,12,2,0.174,0,195.2,1.0
St. Jude General Hospital,Rural,250,8,4,23,1,0.112,0,222.6,1.0
Valley Health Infirmary,Rural,120,8,5,14,3,0.161,1,259.4,1.0
Valley Health Infirmary,Rural,120,11,3,18,3,0.285,0,174.8,1.0
Riverside Medical Center,Rural,120,11,0,0,3,0.341,1,123.6,2.4
Northside Community Hospital,Urban,200,6,0,21,3,0.192,1,195.4,1.3
St. Jude General Hospital,Rural,250,10,5,1,4,0.175,1,201.4,1.0
Valley Health Infirmary,Rural,120,9,0,17,4,0.324,1,178.7,1.6
Riverside Medical Center,Rural,120,11,1,18,4,0.316,1,159.4,1.5
Metro Care Hospital,Urban,350,12,0,7,1,0.183,1,148.3,1.3
Valley Health Infirmary,Rural,120,9,4,2,4,0.136,1,233.5,1.0
Riverside Medical Center,Rural,120,4,4,22,5,0.348,1,184.4,1.0
Northside Community Hospital,Urban,200,12,6,13,1,0.243,1,176.6,1.2
Northside Community Hospital,Urban,200,1,6,8,3,0.32,1,179.5,1.0
Valley Health Infirmary,Rural,120,1,3,7,5,0.182,1,237.5,1.0
Valley Health Infirmary,Rural,120,12,1,16,3,0.243,1,227.1,1.0
St. Jude General Hospital,Rural,250,10,4,22,3,0.275,1,166.7,1.0
Riverside Medical Center,Rural,120,5,5,22,2,0.321,1,169.9,1.3
Valley Health Infirmary,Rural,120,2,2,23,3,0.325,1,135.3,1.8
St. Jude General Hospital,Rural,250,6,2,15,3,0.145,1,218.2,1.0
St. Jude General Hospital,Rural,250,7,2,9,2,0.246,1,154.5,1.2
Valley Health Infirmary,Rural,120,1,6,20,3,0.158,0,273.9,1.0
Northside Community Hospital,Urban,200,6,5,9,2,0.307,1,155.1,1.8
Riverside Medical Center,Rural,120,8,0,23,4,0.279,1,192.5,1.0
Riverside Medical Center,Rural,120,12,5,5,5,0.298,0,202.7,1.0
Northside Community Hospital,Urban,200,5,0,21,3,0.199,1,209.9,1.0
Valley Health Infirmary,Rural,120,12,2,16,3,0.143,0,252.3,1.0
Riverside Medical Center,Rural,120,7,3,15,3,0.103,1,282.3,1.0
Valley Health Infirmary,Rural,120,10,3,14,2,0.179,1,203.0,1.0
Valley Health Infirmary,Rural,120,6,0,21,5,0.204,0,239.0,1.0
St. Jude General Hospital,Rural,250,4,2,13,2,0.338,0,111.9,2.6
Northside Community Hospital,Urban,200,7,5,3,2,0.213,1,185.9,1.0
Valley Health Infirmary,Rural,120,10,3,3,3,0.248,0,149.7,1.9
Metro Care Hospital,Urban,350,9,0,1,3,0.322,0,130.2,2.3
Northside Community Hospital,Urban,200,10,5,10,3,0.324,0,138.5,2.3
Riverside Medical Center,Rural,120,10,2,3,2,0.241,0,172.7,1.5
St. Jude General Hospital,Rural,250,7,1,20,4,0.128,0,282.3,1.0
Riverside Medical Center,Rural,120,12,2,20,3,0.145,1,280.6,1.0
Riverside Medical Center,Rural,120,5,6,15,2,0.225,1,175.5,1.0
Northside Community Hospital,Urban,200,7,2,20,3,0.265,0,174.8,1.1
Riverside Medical Center,Rural,120,3,5,3,2,0.284,0,144.7,1.2
Valley Health Infirmary,Rural,120,2,5,0,3,0.248,1,179.6,1.0
Riverside Medical Center,Rural,120,11,4,23,3,0.322,0,155.8,1.4
St. Jude General Hospital,Rural,250,5,4,18,4,0.305,1,170.7,1.8
St. Jude General Hospital,Rural,250,4,5,1,2,0.346,0,103.2,2.9
Metro Care Hospital,Urban,350,5,5,8,2,0.325,0,111.6,2.2
St. Jude General Hospital,Rural,250,8,1,22,1,0.14,0,200.8,1.0
Riverside Medical Center,Rural,120,12,1,12,2,0.115,0,264.5,1.0
St. Jude General Hospital,Rural,250,4,2,17,1,0.215,1,161.5,1.0
Northside Community Hospital,Urban,200,9,6,15,3,0.262,0,193.4,1.7
St. Jude General Hospital,Rural,250,7,3,15,2,0.255,1,175.7,1.0
Valley Health Infirmary,Rural,120,10,6,9,3,0.182,1,228.8,1.0
Northside Community Hospital,Urban,200,12,1,8,3,0.293,1,180.7,1.0
Metro Care Hospital,Urban,350,7,2,10,1,0.174,0,148.3,1.2
Valley Health Infirmary,Rural,120,8,6,3,3,0.32,0,187.6,1.0
Riverside Medical Center,Rural,120,12,0,9,2,0.191,1,186.4,1.1
Riverside Medical Center,Rural,120,6,4,2,3,0.122,0,240.2,1.0
Riverside Medical Center,Rural,120,8,6,5,3,0.142,1,243.2,1.0
Valley Health Infirmary,Rural,120,3,3,2,2,0.144,1,209.3,1.0
Valley Health Infirmary,Rural,120,10,2,8,3,0.13,1,207.5,1.0
Valley Health Infirmary,Rural,120,10,6,2,2,0.284,0,145.9,1.6
Northside Community Hospital,Urban,200,1,5,17,4,0.133,1,301.0,1.0
Northside Community Hospital,Urban,200,6,0,7,5,0.313,1,141.9,1.4
Riverside Medical Center,Rural,120,1,4,21,1,0.151,1,206.6,1.2
