hospital_name,region,facility_size_beds,month,day_of_week,visithour,urgency_level,nurse_to_patient_ratio,specialist_availability,wait_time,patient_satisfaction
Riverside Medical Center,Urban,142,6,6,16,3,0.25,9,40,4
Northside Community Hospital,Rural,13,3,6,9,1,0.25,0,134,1
Northside Community Hospital,Rural,30,3,2,13,1,0.2,3,170,1
Northside Community Hospital,Rural,21,1,5,16,4,1.0,2,10,4
Riverside Medical Center,Urban,176,9,2,22,2,0.3333333333333333,8,38,3
St. Mary’s Regional Health,Rural,15,2,0,5,4,0.5,1,28,4
St. Mary’s Regional Health,Rural,25,10,6,19,4,0.5,1,15,4
Northside Community Hospital,Rural,44,4,5,2,1,0.2,0,156,1
Springfield General Hospital,Urban,152,12,3,14,1,0.25,4,129,1
Riverside Medical Center,Urban,94,6,2,21,1,0.2,9,198,1
Northside Community Hospital,Rural,41,1,5,5,1,0.2,0,96,2
Northside Community Hospital,Rural,30,4,1,7,4,0.5,2,25,4
Riverside Medical Center,Urban,127,7,2,7,4,0.5,1,25,4
Riverside Medical Center,Urban,162,11,6,12,3,0.25,10,14,4
St. Mary’s Regional Health,Rural,39,3,2,23,4,0.5,1,12,5
St. Mary’s Regional Health,Rural,34,10,5,8,2,0.3333333333333333,0,75,2
Summit Health Center,Urban,111,4,4,17,1,0.2,7,215,1
Northside Community Hospital,Rural,49,2,6,1,2,0.3333333333333333,1,55,3
Springfield General Hospital,Urban,200,11,4,0,3,0.25,7,56,3
Riverside Medical Center,Urban,140,6,5,18,1,0.2,1,267,1
Riverside Medical Center,Urban,157,9,1,13,3,0.3333333333333333,5,28,4
Riverside Medical Center,Urban,87,10,1,12,3,0.3333333333333333,1,16,5
Riverside Medical Center,Urban,138,7,2,17,4,1.0,9,24,4
Northside Community Hospital,Rural,46,4,6,7,1,0.2,1,75,2
Springfield General Hospital,Urban,121,11,4,2,1,0.2,9,101,2
Summit Health Center,Urban,51,11,5,21,2,0.3333333333333333,8,100,2
Summit Health Center,Urban,58,1,0,5,4,0.5,8,14,5
Riverside Medical Center,Urban,65,1,0,10,1,0.25,2,303,1
St. Mary’s Regional Health,Rural,49,2,2,20,3,0.3333333333333333,1,39,4
Northside Community Hospital,Rural,38,3,5,18,4,1.0,0,17,4
St. Mary’s Regional Health,Rural,35,6,6,17,2,0.25,3,70,3
Springfield General Hospital,Urban,58,4,6,23,1,0.2,1,111,1
Springfield General Hospital,Urban,101,3,5,20,3,0.3333333333333333,9,33,4
Northside Community Hospital,Rural,41,6,3,23,4,1.0,1,18,4
Springfield General Hospital,Urban,75,11,4,22,4,1.0,5,18,5
St. Mary’s Regional Health,Rural,15,1,6,17,1,0.2,2,149,1
Riverside Medical Center,Urban,116,10,1,18,3,0.3333333333333333,10,30,4
Summit Health Center,Urban,170,1,6,19,1,0.2,1,138,1
Riverside Medical Center,Urban,115,6,6,0,3,0.25,8,42,4
St. Mary’s Regional Health,Rural,23,6,1,19,2,0.25,2,99,1
St. Mary’s Regional Health,Rural,22,5,4,13,4,1.0,3,15,4
Summit Health Center,Urban,78,10,1,14,2,0.25,9,56,3
Springfield General Hospital,Urban,159,3,0,22,1,0.25,6,169,1
Northside Community Hospital,Rural,17,2,3,8,4,1.0,0,15,5
Springfield General Hospital,Urban,124,2,4,17,1,0.25,2,258,1
Northside Community Hospital,Rural,20,11,0,16,3,0.25,1,54,3
St. Mary’s Regional Health,Rural,32,9,3,19,2,0.25,1,59,4
Northside Community Hospital,Rural,28,4,1,4,4,0.5,0,12,5
Springfield General Hospital,Urban,105,5,5,15,4,1.0,4,16,4
Northside Community Hospital,Rural,14,7,5,19,1,0.2,3,128,1
St. Mary’s Regional Health,Rural,21,11,0,10,4,0.5,1,16,4
Northside Community Hospital,Rural,21,4,1,9,3,0.25,1,28,4
Summit Health Center,Urban,144,1,2,12,1,0.2,1,185,1
Riverside Medical Center,Urban,68,11,4,12,1,0.25,3,93,2
Northside Community Hospital,Rural,12,1,3,12,1,0.2,3,159,1
Northside Community Hospital,Rural,17,3,1,7,4,0.5,2,12,4
Springfield General Hospital,Urban,136,5,0,4,1,0.2,7,224,1
Springfield General Hospital,Urban,158,4,3,1,4,0.5,4,13,4
Northside Community Hospital,Rural,35,12,2,11,2,0.3333333333333333,1,114,1
St. Mary’s Regional Health,Rural,16,3,0,19,3,0.25,0,69,2
Summit Health Center,Urban,78,12,0,15,2,0.25,5,232,1
St. Mary’s Regional Health,Rural,43,9,4,23,3,0.3333333333333333,0,23,4
Northside Community Hospital,Rural,20,9,5,21,1,0.2,1,100,2
Northside Community Hospital,Rural,40,11,6,1,4,1.0,2,5,5
Northside Community Hospital,Rural,44,8,3,18,4,1.0,2,22,4
Northside Community Hospital,Rural,23,5,6,6,1,0.25,3,101,1
Springfield General Hospital,Urban,180,4,6,6,2,0.25,9,48,4
Springfield General Hospital,Urban,81,1,1,21,4,1.0,2,33,4
Springfield General Hospital,Urban,93,3,4,10,2,0.3333333333333333,8,77,2
Summit Health Center,Urban,87,11,0,12,1,0.25,3,181,1
Northside Community Hospital,Rural,19,12,4,22,2,0.3333333333333333,3,76,2
St. Mary’s Regional Health,Rural,29,6,3,7,4,1.0,0,10,4
St. Mary’s Regional Health,Rural,44,6,1,0,4,1.0,2,23,4
Northside Community Hospital,Rural,34,3,0,7,2,0.3333333333333333,2,103,1
Northside Community Hospital,Rural,41,6,5,3,1,0.25,1,201,1
Northside Community Hospital,Rural,12,12,0,8,3,0.3333333333333333,0,56,3
Riverside Medical Center,Urban,50,6,3,10,1,0.25,2,166,1
St. Mary’s Regional Health,Rural,11,4,5,1,3,0.3333333333333333,1,33,4
Summit Health Center,Urban,134,9,1,7,2,0.3333333333333333,3,77,2
Summit Health Center,Urban,100,3,4,17,1,0.25,2,138,1
Riverside Medical Center,Urban,194,11,1,1,2,0.25,4,129,1
Riverside Medical Center,Urban,157,2,3,8,4,0.5,5,26,4
Riverside Medical Center,Urban,163,7,1,13,1,0.2,6,135,1
St. Mary’s Regional Health,Rural,21,6,6,2,4,0.5,0,29,4
Riverside Medical Center,Urban,69,5,6,12,1,0.25,1,139,1
St. Mary’s Regional Health,Rural,32,12,4,23,2,0.25,3,122,1
Riverside Medical Center,Urban,93,4,4,10,4,1.0,7,12,4
Riverside Medical Center,Urban,123,1,4,8,1,0.2,1,171,1
St. Mary’s Regional Health,Rural,42,10,6,23,2,0.25,1,65,3
St. Mary’s Regional Health,Rural,13,9,5,20,1,0.2,3,137,1
Springfield General Hospital,Urban,133,12,5,11,2,0.25,4,146,1
Northside Community Hospital,Rural,10,6,6,7,1,0.2,2,184,1
St. Mary’s Regional Health,Rural,11,6,2,21,3,0.3333333333333333,1,44,4
Riverside Medical Center,Urban,65,4,3,15,1,0.2,10,125,1
Northside Community Hospital,Rural,17,12,6,1,3,0.3333333333333333,0,45,3
Riverside Medical Center,Urban,127,4,0,23,2,0.3333333333333333,7,104,1
Summit Health Center,Urban,70,8,4,7,4,1.0,5,28,4
Springfield General Hospital,Urban,71,10,2,2,2,0.25,7,85,2
Summit Health Center,Urban,72,5,2,2,1,0.25,7,207,1
St. Mary’s Regional Health,Rural,40,1,4,13,1,0.2,2,158,1
Springfield General Hospital,Urban,119,10,0,10,2,0.25,4,121,1
Northside Community Hospital,Rural,38,8,3,18,4,1.0,1,30,4
Summit Health Center,Urban,169,11,1,16,1,0.2,5,112,1
Springfield General Hospital,Urban,150,1,3,19,3,0.3333333333333333,3,66,3
Northside Community Hospital,Rural,50,1,0,1,2,0.3333333333333333,3,184,1
Summit Health Center,Urban,161,8,6,11,3,0.3333333333333333,9,32,4
Summit Health Center,Urban,130,6,0,23,4,0.5,10,38,4
Summit Health Center,Urban,126,3,4,16,4,0.5,4,33,3
Springfield General Hospital,Urban,189,11,6,10,4,1.0,10,17,4
Springfield General Hospital,Urban,172,6,6,9,4,0.5,4,19,5
Riverside Medical Center,Urban,200,4,5,7,2,0.25,5,78,2
Springfield General Hospital,Urban,137,5,1,10,1,0.2,6,146,1
Summit Health Center,Urban,68,5,2,5,3,0.3333333333333333,2,47,3
Summit Health Center,Urban,103,4,3,10,3,0.3333333333333333,3,36,4
Northside Community Hospital,Rural,32,3,2,15,2,0.25,1,53,3
Springfield General Hospital,Urban,177,12,1,22,4,0.5,1,32,4
Northside Community Hospital,Rural,29,3,6,19,4,0.5,3,9,4
Riverside Medical Center,Urban,116,6,2,14,1,0.2,10,136,1
Northside Community Hospital,Rural,10,12,5,1,4,0.5,3,14,4
Northside Community Hospital,Rural,40,3,4,0,2,0.3333333333333333,1,93,1
Riverside Medical Center,Urban,55,8,0,14,3,0.3333333333333333,7,70,2
Northside Community Hospital,Rural,34,6,3,4,1,0.2,2,163,1
Northside Community Hospital,Rural,39,7,0,20,1,0.25,3,276,1
St. Mary’s Regional Health,Rural,28,8,3,14,1,0.25,2,171,1
Riverside Medical Center,Urban,132,9,0,12,2,0.3333333333333333,6,128,1
Riverside Medical Center,Urban,151,6,2,8,2,0.25,8,109,1
Northside Community Hospital,Rural,33,9,4,3,1,0.25,0,163,1
St. Mary’s Regional Health,Rural,10,4,2,18,1,0.25,3,200,1
St. Mary’s Regional Health,Rural,42,4,1,0,3,0.3333333333333333,0,27,4
Summit Health Center,Urban,183,1,5,18,2,0.25,2,70,3
Northside Community Hospital,Rural,26,10,2,7,1,0.2,0,162,1
Summit Health Center,Urban,132,6,4,7,3,0.3333333333333333,8,61,3
Riverside Medical Center,Urban,114,3,1,13,2,0.25,1,46,4
St. Mary’s Regional Health,Rural,35,12,3,13,2,0.3333333333333333,3,115,1
Summit Health Center,Urban,165,3,4,20,1,0.2,7,145,1
St. Mary’s Regional Health,Rural,15,4,3,3,3,0.25,3,44,3
Riverside Medical Center,Urban,94,12,2,11,1,0.2,6,191,1
Riverside Medical Center,Urban,194,10,1,16,3,0.3333333333333333,3,38,4
Springfield General Hospital,Urban,184,8,6,20,2,0.3333333333333333,10,97,2
Summit Health Center,Urban,127,8,0,16,3,0.25,5,106,1
Riverside Medical Center,Urban,80,5,6,19,2,0.25,6,95,2
St. Mary’s Regional Health,Rural,46,2,6,10,2,0.3333333333333333,2,56,3
Riverside Medical Center,Urban,193,5,5,11,1,0.2,7,147,1
Northside Community Hospital,Rural,42,12,5,16,3,0.3333333333333333,1,50,3
Summit Health Center,Urban,176,5,1,2,1,0.2,9,186,1
Northside Community Hospital,Rural,26,4,6,1,4,0.5,2,6,4
Riverside Medical Center,Urban,69,7,2,11,4,0.5,6,13,5
Riverside Medical Center,Urban,127,7,1,7,1,0.2,8,130,1
Summit Health Center,Urban,120,1,1,14,2,0.3333333333333333,8,110,2
Springfield General Hospital,Urban,71,1,3,2,4,1.0,5,19,4
Riverside Medical Center,Urban,51,3,1,22,2,0.3333333333333333,1,61,3
Springfield General Hospital,Urban,61,1,4,17,4,0.5,10,34,4
Riverside Medical Center,Urban,144,3,4,16,3,0.3333333333333333,9,37,4
Summit Health Center,Urban,160,6,5,23,1,0.25,8,98,2
Northside Community Hospital,Rural,22,7,1,17,3,0.3333333333333333,0,61,3
Northside Community Hospital,Rural,14,1,4,22,3,0.3333333333333333,2,55,3
Springfield General Hospital,Urban,84,4,1,16,3,0.25,2,41,4
Northside Community Hospital,Rural,49,10,6,21,3,0.25,0,27,4
Northside Community Hospital,Rural,47,4,1,11,1,0.2,0,193,1
Riverside Medical Center,Urban,159,3,1,14,1,0.2,2,140,1
Summit Health Center,Urban,112,11,5,1,4,1.0,1,6,4
Summit Health Center,Urban,107,5,5,5,3,0.3333333333333333,8,30,4
Summit Health Center,Urban,172,7,6,17,2,0.25,4,66,3
Summit Health Center,Urban,172,12,1,8,3,0.3333333333333333,8,34,4
Summit Health Center,Urban,93,1,6,14,2,0.25,10,130,1
Springfield General Hospital,Urban,189,3,4,20,2,0.25,4,58,3
Northside Community Hospital,Rural,38,10,2,18,1,0.25,2,132,1
Northside Community Hospital,Rural,10,1,6,11,1,0.2,1,237,1
Riverside Medical Center,Urban,191,3,4,0,3,0.25,5,46,3
Summit Health Center,Urban,81,8,4,11,3,0.3333333333333333,3,40,3
St. Mary’s Regional Health,Rural,17,10,2,1,3,0.25,0,22,4
St. Mary’s Regional Health,Rural,23,2,1,12,2,0.25,2,148,1
Northside Community Hospital,Rural,48,12,5,0,3,0.25,2,59,3
St. Mary’s Regional Health,Rural,16,3,5,3,4,1.0,3,8,4
Riverside Medical Center,Urban,77,5,3,20,3,0.3333333333333333,4,23,4
St. Mary’s Regional Health,Rural,26,4,2,17,1,0.2,0,164,1
Springfield General Hospital,Urban,121,12,5,6,1,0.2,2,136,1
Summit Health Center,Urban,99,9,3,12,2,0.3333333333333333,9,62,3
Springfield General Hospital,Urban,192,8,1,9,1,0.2,2,112,1
Springfield General Hospital,Urban,187,2,6,0,4,0.5,9,28,4
Northside Community Hospital,Rural,45,7,6,21,1,0.2,1,126,1
Summit Health Center,Urban,170,11,1,4,2,0.3333333333333333,6,38,4
Springfield General Hospital,Urban,167,9,2,20,1,0.25,7,156,1
St. Mary’s Regional Health,Rural,25,11,1,23,2,0.3333333333333333,3,44,3
Riverside Medical Center,Urban,56,2,0,6,4,1.0,10,21,4
Summit Health Center,Urban,170,10,0,1,2,0.3333333333333333,10,94,2
Springfield General Hospital,Urban,193,11,0,22,4,1.0,7,19,4
Riverside Medical Center,Urban,156,11,2,18,4,0.5,10,22,4
Riverside Medical Center,Urban,135,3,3,22,4,1.0,4,10,4
Northside Community Hospital,Rural,47,5,3,16,2,0.25,1,86,2
Springfield General Hospital,Urban,178,11,0,8,3,0.25,9,47,4
Riverside Medical Center,Urban,157,12,3,17,1,0.25,3,185,1
St. Mary’s Regional Health,Rural,18,6,6,6,1,0.25,3,129,1
Summit Health Center,Urban,60,2,0,13,2,0.3333333333333333,1,170,1
St. Mary’s Regional Health,Rural,27,3,3,13,3,0.3333333333333333,2,32,4
Summit Health Center,Urban,54,2,0,15,2,0.3333333333333333,2,117,1
Northside Community Hospital,Rural,42,4,4,1,2,0.25,1,109,1
Summit Health Center,Urban,106,5,4,11,4,0.5,1,19,4
Springfield General Hospital,Urban,187,3,3,12,2,0.25,5,46,4
Summit Health Center,Urban,55,1,4,21,2,0.3333333333333333,2,133,1
Riverside Medical Center,Urban,123,3,2,11,2,0.3333333333333333,9,63,3
Northside Community Hospital,Rural,40,8,1,16,4,0.5,2,33,4
Northside Community Hospital,Rural,48,9,6,9,1,0.25,2,100,2
Riverside Medical Center,Urban,150,1,0,20,4,1.0,8,13,5
Northside Community Hospital,Rural,42,8,5,11,3,0.25,1,35,3
Springfield General Hospital,Urban,65,10,4,15,2,0.3333333333333333,2,92,2
St. Mary’s Regional Health,Rural,32,11,3,9,4,0.5,3,14,5
Riverside Medical Center,Urban,182,3,6,1,3,0.25,9,41,4
Summit Health Center,Urban,56,10,1,1,3,0.3333333333333333,10,15,5
Summit Health Center,Urban,194,8,4,11,1,0.2,4,180,1
Riverside Medical Center,Urban,72,10,0,8,2,0.25,10,104,2
Springfield General Hospital,Urban,109,10,5,12,2,0.25,3,46,3
Summit Health Center,Urban,136,9,2,2,4,1.0,4,4,5
Summit Health Center,Urban,83,11,3,13,4,1.0,2,9,5
Summit Health Center,Urban,84,12,4,8,4,0.5,6,27,4
Summit Health Center,Urban,73,8,2,22,3,0.25,10,50,3
Springfield General Hospital,Urban,68,9,6,9,2,0.25,7,44,4
Riverside Medical Center,Urban,116,5,4,1,2,0.25,5,98,2
Riverside Medical Center,Urban,142,8,5,6,4,1.0,8,22,4
Springfield General Hospital,Urban,94,8,0,20,1,0.25,9,175,1
St. Mary’s Regional Health,Rural,43,4,3,2,4,1.0,0,13,5
Northside Community Hospital,Rural,30,8,5,19,2,0.3333333333333333,0,58,3
Summit Health Center,Urban,97,5,4,8,2,0.25,10,89,2
Springfield General Hospital,Urban,106,5,2,0,1,0.2,3,128,1
Summit Health Center,Urban,87,7,4,8,2,0.3333333333333333,1,95,2
Northside Community Hospital,Rural,44,8,5,10,4,1.0,2,18,4
Northside Community Hospital,Rural,39,12,5,6,1,0.2,0,261,1
St. Mary’s Regional Health,Rural,45,1,4,19,3,0.25,0,85,3
Riverside Medical Center,Urban,167,8,4,14,2,0.3333333333333333,10,76,3
Northside Community Hospital,Rural,15,12,6,11,3,0.3333333333333333,2,54,3
St. Mary’s Regional Health,Rural,34,11,2,19,3,0.3333333333333333,1,37,4
St. Mary’s Regional Health,Rural,38,1,2,3,2,0.25,2,107,2
Springfield General Hospital,Urban,178,12,0,23,1,0.2,1,184,1
Springfield General Hospital,Urban,123,3,2,7,2,0.3333333333333333,2,67,3
Northside Community Hospital,Rural,27,1,1,14,3,0.3333333333333333,2,34,4
Springfield General Hospital,Urban,125,4,4,11,2,0.25,6,44,4
Summit Health Center,Urban,129,10,1,23,4,1.0,4,21,4
Northside Community Hospital,Rural,38,4,6,2,2,0.3333333333333333,2,65,3
Northside Community Hospital,Rural,47,12,5,19,1,0.2,2,150,1
St. Mary’s Regional Health,Rural,32,5,3,12,3,0.25,2,33,4
Summit Health Center,Urban,123,1,3,1,3,0.3333333333333333,2,55,4
Northside Community Hospital,Rural,26,8,1,18,1,0.2,2,250,1
Riverside Medical Center,Urban,133,5,2,7,2,0.3333333333333333,4,76,3
Riverside Medical Center,Urban,94,11,4,5,3,0.25,1,40,4
Summit Health Center,Urban,60,3,6,13,4,1.0,1,14,4
Springfield General Hospital,Urban,145,6,0,0,1,0.2,4,250,1
Northside Community Hospital,Rural,30,8,3,16,1,0.2,0,180,1
Springfield General Hospital,Urban,132,2,3,9,4,0.5,4,25,4
Riverside Medical Center,Urban,72,6,1,14,4,1.0,6,13,4
St. Mary’s Regional Health,Rural,30,12,4,12,2,0.25,2,97,2
Northside Community Hospital,Rural,30,9,5,2,2,0.3333333333333333,2,42,3
St. Mary’s Regional Health,Rural,25,8,3,1,3,0.3333333333333333,3,42,3
Northside Community Hospital,Rural,36,1,2,14,4,0.5,2,22,5
St. Mary’s Regional Health,Rural,14,8,6,14,2,0.25,3,108,2
Summit Health Center,Urban,61,2,2,5,2,0.3333333333333333,5,155,1
St. Mary’s Regional Health,Rural,32,5,5,6,2,0.3333333333333333,3,49,4
Summit Health Center,Urban,54,2,6,17,3,0.3333333333333333,10,42,3
Northside Community Hospital,Rural,45,9,1,21,4,0.5,1,7,5
Northside Community Hospital,Rural,38,7,4,21,4,0.5,2,11,5
Riverside Medical Center,Urban,143,10,1,14,2,0.25,3,56,3
Riverside Medical Center,Urban,130,12,0,15,1,0.25,3,262,1
Springfield General Hospital,Urban,111,10,4,14,4,0.5,2,27,4
Riverside Medical Center,Urban,167,10,1,6,3,0.25,3,45,3
Summit Health Center,Urban,124,8,3,10,4,1.0,6,21,4
Riverside Medical Center,Urban,130,1,2,22,3,0.3333333333333333,8,45,4
Riverside Medical Center,Urban,98,2,2,7,1,0.25,8,171,1
Riverside Medical Center,Urban,84,12,5,6,4,0.5,6,24,4
Northside Community Hospital,Rural,50,7,3,4,1,0.2,0,201,1
Summit Health Center,Urban,142,4,3,5,3,0.3333333333333333,8,32,4
Springfield General Hospital,Urban,125,1,6,2,1,0.2,2,151,1
Summit Health Center,Urban,119,11,4,1,2,0.25,7,60,3
Springfield General Hospital,Urban,124,7,6,0,3,0.25,5,33,4
Springfield General Hospital,Urban,200,11,0,14,4,0.5,7,18,4
Riverside Medical Center,Urban,103,6,1,6,1,0.2,10,254,1
Riverside Medical Center,Urban,62,2,1,23,4,0.5,10,24,4
Northside Community Hospital,Rural,19,8,6,7,1,0.25,3,126,1
Riverside Medical Center,Urban,175,1,0,17,2,0.25,7,242,1
Riverside Medical Center,Urban,124,5,6,19,4,1.0,4,7,4
Summit Health Center,Urban,144,11,4,2,3,0.25,5,58,3
St. Mary’s Regional Health,Rural,30,6,1,4,3,0.25,3,51,3
St. Mary’s Regional Health,Rural,49,4,4,22,4,1.0,0,12,5
Summit Health Center,Urban,55,8,3,5,2,0.3333333333333333,7,75,3
Summit Health Center,Urban,186,10,0,21,4,1.0,8,23,4
St. Mary’s Regional Health,Rural,36,2,5,17,3,0.25,1,50,3
Springfield General Hospital,Urban,142,9,0,6,4,0.5,10,18,5
Springfield General Hospital,Urban,138,1,1,19,2,0.25,8,150,1
Northside Community Hospital,Rural,19,3,6,5,3,0.25,3,36,3
St. Mary’s Regional Health,Rural,47,8,5,5,2,0.25,3,90,2
St. Mary’s Regional Health,Rural,22,7,2,19,3,0.25,3,68,3
Northside Community Hospital,Rural,28,6,2,9,2,0.25,2,79,3
Riverside Medical Center,Urban,191,4,0,3,1,0.25,10,261,1
St. Mary’s Regional Health,Rural,37,2,3,14,4,1.0,2,22,4
Springfield General Hospital,Urban,186,9,5,9,4,1.0,5,15,4
St. Mary’s Regional Health,Rural,47,1,1,22,2,0.25,3,123,1
Summit Health Center,Urban,98,7,0,4,4,1.0,5,18,5
Riverside Medical Center,Urban,184,6,1,12,2,0.3333333333333333,7,83,2
Summit Health Center,Urban,194,3,2,10,1,0.2,9,97,2
Northside Community Hospital,Rural,35,12,0,6,1,0.2,2,364,1
Northside Community Hospital,Rural,45,4,0,21,2,0.3333333333333333,0,134,1
Riverside Medical Center,Urban,125,9,2,2,4,1.0,10,14,4
Northside Community Hospital,Rural,43,10,4,21,1,0.25,2,125,1
Riverside Medical Center,Urban,111,7,6,17,3,0.3333333333333333,7,15,5
Summit Health Center,Urban,73,5,3,10,3,0.3333333333333333,1,41,3
Northside Community Hospital,Rural,31,10,5,20,4,0.5,2,7,4
Northside Community Hospital,Rural,48,3,5,10,4,0.5,2,15,5
Springfield General Hospital,Urban,197,8,4,11,3,0.3333333333333333,1,54,3
Springfield General Hospital,Urban,56,1,0,1,4,0.5,5,50,3
St. Mary’s Regional Health,Rural,44,11,5,16,3,0.3333333333333333,1,19,4
Springfield General Hospital,Urban,143,5,1,1,1,0.25,10,103,1
Northside Community Hospital,Rural,16,7,1,2,1,0.25,3,156,1
St. Mary’s Regional Health,Rural,29,3,0,1,2,0.3333333333333333,2,78,2
Northside Community Hospital,Rural,40,9,6,20,1,0.2,2,106,2
Riverside Medical Center,Urban,108,4,6,1,4,0.5,3,14,5
Summit Health Center,Urban,192,3,3,11,3,0.3333333333333333,8,42,4
Riverside Medical Center,Urban,182,1,6,5,4,1.0,1,13,4
Springfield General Hospital,Urban,152,11,6,0,2,0.25,6,64,3
Northside Community Hospital,Rural,26,1,5,3,4,1.0,2,16,4
Springfield General Hospital,Urban,190,10,2,13,3,0.3333333333333333,6,34,4
Summit Health Center,Urban,195,4,6,22,4,1.0,5,9,4
Springfield General Hospital,Urban,119,4,3,6,3,0.25,8,37,4
Riverside Medical Center,Urban,72,9,4,8,1,0.2,3,155,1
Northside Community Hospital,Rural,28,12,0,17,2,0.25,1,164,1
Northside Community Hospital,Rural,41,5,1,17,1,0.2,0,143,1
St. Mary’s Regional Health,Rural,14,3,2,16,4,1.0,3,8,5
Northside Community Hospital,Rural,13,4,0,23,4,1.0,0,8,4
Summit Health Center,Urban,74,5,1,2,2,0.3333333333333333,3,105,2
St. Mary’s Regional Health,Rural,29,9,1,9,2,0.25,2,114,1
Springfield General Hospital,Urban,89,1,1,13,4,0.5,6,29,4
Summit Health Center,Urban,114,1,6,11,3,0.3333333333333333,4,49,3
Summit Health Center,Urban,153,9,0,8,3,0.25,6,36,4
Riverside Medical Center,Urban,182,6,5,21,4,0.5,2,13,4
Riverside Medical Center,Urban,126,10,4,8,3,0.25,2,49,3
St. Mary’s Regional Health,Rural,37,3,6,19,1,0.25,0,101,1
Springfield General Hospital,Urban,136,8,0,21,4,1.0,9,29,4
Riverside Medical Center,Urban,96,5,5,15,2,0.3333333333333333,2,83,2
Springfield General Hospital,Urban,129,1,6,18,2,0.25,9,124,1
St. Mary’s Regional Health,Rural,26,6,0,17,1,0.25,1,334,1
Northside Community Hospital,Rural,18,4,0,21,2,0.3333333333333333,1,70,3
Summit Health Center,Urban,54,5,0,22,1,0.2,6,210,1
Summit Health Center,Urban,181,1,1,22,2,0.25,6,172,1
Summit Health Center,Urban,73,11,2,2,3,0.25,3,27,4
Riverside Medical Center,Urban,163,3,4,5,2,0.25,8,101,1
St. Mary’s Regional Health,Rural,29,10,0,7,1,0.2,2,204,1
Springfield General Hospital,Urban,109,4,2,11,3,0.3333333333333333,2,33,4
Riverside Medical Center,Urban,93,7,0,22,1,0.25,4,294,1
Springfield General Hospital,Urban,180,7,3,4,3,0.25,3,86,2
Summit Health Center,Urban,170,4,2,5,2,0.25,8,128,1
Northside Community Hospital,Rural,19,1,1,15,4,1.0,3,18,4
Springfield General Hospital,Urban,154,10,5,8,1,0.2,4,122,1
Springfield General Hospital,Urban,86,1,1,20,1,0.25,2,186,1
Riverside Medical Center,Urban,105,5,0,17,4,0.5,4,29,4
Northside Community Hospital,Rural,36,2,4,21,1,0.2,3,237,1
Northside Community Hospital,Rural,35,11,5,8,3,0.3333333333333333,2,43,3
